Noprestamo,Pais,Fechasistema,Producto,Empdeudor1,Empnombdeudor1,Formapgodeudor1,Descripformapgode1,Empdeudor2,Empnombdeudor2,Formapagdeudor2,FechaDesem,Fechacancelacion,Saldoprestamo,Tasaintorig,Tasaintact,Tipocartera,Diasmora,Anomes,Mtomescorr,Mto30dias,Mto60dias,Mto90dias,Mto120dias,Mto150dias,Mto180dias,Mto210dias,Mto240dias,Mto270dias,Mto300dias,Mto330dias,Mto360dias,Mtomas360dias,Saldoprogram,Tipoprestamo,Mtototalmora,Diasmorareal,Contagiadosn,Porcendeudamientotal,DelinquencySinAlivio,Monto CXC,Identificacion,aniomesfsubida,aniomesfdesem,fechasubidamesanterior
01-A-0055,SAL,202012,HIPOTECA,130,TECNICA INTERNATIONAL  SA DE CV.,VOL,Pago Voluntario,196,CLIENTE SIN EMPLEO,VOL,2004-02-13,NULL,10957.85,7.50,9.19,Cartera Administrada,122,202012,8.24,139.85,139.85,139.85,139.85,139.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,707.49,NULL,NO,NULL,151-180 DAYS,371.35,NULL,202012,20042,2020-11-01
01-A-0056,SAL,202012,HIPOTECA,55,SCOTIABANK EL SALVADOR S.A.,DD,Descuento Directo,56,PINTUCO EL SALVADOR SA DE CV,DD,2004-03-30,2004-10-20,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20043,2020-11-01
01-A-0057,SAL,202012,HIPOTECA,57,INDUSTRIAS CAPRI SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2004-02-13,2014-08-29,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20042,2020-11-01
01-A-0058,SAL,202012,HIPOTECA,58,"""CLODS, SA DE CV""",DD,Descuento Directo,NULL,NULL,NULL,2004-12-10,2009-08-10,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0059,SAL,202012,HIPOTECA,59,LABORATORIO DENTAL GUZMAN,ACH,Transferencia ACH,59,LABORATORIO DENTAL GUZMAN,VOL,2004-04-23,NULL,10012.94,7.50,9.96,Cartera Administrada,NULL,202012,2.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,2.72,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20044,2020-11-01
01-A-0060,SAL,202012,HIPOTECA,326,INDEPENDIENTE EN EE.UU,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,VOL,2004-02-26,NULL,9341.58,7.50,9.65,Cartera Administrada,NULL,202012,49.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,49.26,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20042,2020-11-01
01-A-0061,SAL,202012,HIPOTECA,60,SEGUROS E INVERSIONES SA ( SISA ),DD,Descuento Directo,61,....................................,DD,2004-04-23,2006-03-23,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0062,SAL,202012,HIPOTECA,98,INSTITUTO NACIONAL DE LOS DEPORTES,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2004-02-26,2006-06-01,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20042,2020-11-01
01-A-0063,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,VOL,Pago Voluntario,NULL,NULL,NULL,2004-04-21,NULL,17140.58,7.50,10.01,Cartera Administrada,NULL,202012,170.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25.59,HIP,170.91,NULL,NO,NULL,CURRENT,0.00,NULL,202012,20044,2020-11-01
01-A-0066,SAL,202012,HIPOTECA,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,DD,Descuento Directo,NULL,NULL,NULL,2004-03-09,2014-01-11,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20043,2020-11-01
01-A-0067,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2004-03-09,NULL,8673.97,7.50,10.00,Cartera en Libros,NULL,202012,2.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,2.37,NULL,NO,NULL,CURRENT,0.00,NULL,202012,20043,2020-11-01
01-A-0069,SAL,202012,HIPOTECA,16,COGNIZANT EL SALVADOR S.A. DE C.V.,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2004-03-31,2007-12-12,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20043,2020-11-01
01-A-0070,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2004-04-26,2009-09-25,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0071,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,65,BANCO DE FOMENTO AGROPECUARIO,N/A,2004-12-09,2007-05-19,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0072,SAL,202012,HIPOTECA,74,POLICIA NACIONAL CIVIL,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,VOL,2004-04-23,2015-01-24,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0073,SAL,202012,HIPOTECA,72,COMPAÑIA AZUCARERA SALVADOREÑA SA DE CV,DD,Descuento Directo,75,DISTRIBUIDORA ZELSA SA DE CV,DD,2004-03-30,2006-05-19,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20043,2020-11-01
01-A-0074,SAL,202012,HIPOTECA,54,"""HOSPITAL MILITAR, MINISTERIO DE DEFENSA""",VOL,Pago Voluntario,NULL,NULL,NULL,2004-03-19,NULL,8757.62,7.50,10.75,Cartera Administrada,NULL,202012,20.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,20.58,NULL,NO,NULL,31-60 DAYS,323.40,NULL,202012,20043,2020-11-01
01-A-0075,SAL,202012,HIPOTECA,76,RUIZ MAIDA ING Y ARQ SA DE CV,DD,Descuento Directo,79,CESANTIA,N/A,2004-04-26,2006-01-03,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0076,SAL,202012,HIPOTECA,46,PROGAMA APOYO PROC PRODUCTIVO DE SAN VICENTE,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2004-04-27,2005-07-23,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0077,SAL,202012,HIPOTECA,77,MARCEYA SA DE CV,VOL,Pago Voluntario,3,AMA DE CASA,N/A,2004-12-07,NULL,10556.92,7.50,10.64,Cartera Administrada,NULL,202012,89.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,89.00,NULL,NO,NULL,CURRENT,NULL,NULL,202012,200412,2020-11-01
01-A-0078,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,DD,Descuento Directo,NULL,NULL,NULL,2004-12-10,2007-08-29,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0079,SAL,202012,HIPOTECA,81,TESORERÍA HOSPITAL DE CHALCHUAPA,VOL,Pago Voluntario,3,AMA DE CASA,VOL,2004-03-25,NULL,12206.66,7.50,9.75,Cartera Administrada,1242,202012,54.09,143.73,143.73,143.73,143.73,143.73,143.73,143.73,143.73,143.73,143.73,143.73,143.73,4311.90,823.46,HIP,6090.75,NULL,NO,NULL,+ 361 DAYS,NULL,NULL,202012,20043,2020-11-01
01-A-0080,SAL,202012,HIPOTECA,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,DD,Descuento Directo,NULL,NULL,NULL,2004-03-30,NULL,9821.13,7.50,10.75,Cartera Administrada,NULL,202012,20.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,20.19,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20043,2020-11-01
01-A-0081,SAL,202012,HIPOTECA,83,CIA DE TELECOMUNICACIONES DE EL SALVADOR,VOL,Pago Voluntario,NULL,NULL,NULL,2004-05-15,NULL,15724.10,7.50,9.94,Cartera Administrada,NULL,202012,128.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,128.11,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20045,2020-11-01
01-A-0082,SAL,202012,HIPOTECA,196,CLIENTE SIN EMPLEO,VOL,Pago Voluntario,86,CIA ALUMBRADO ELECTRICO S.S.,VOL,2004-11-26,NULL,12872.27,7.50,10.41,Cartera en Libros,NULL,202012,95.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,95.19,NULL,NO,NULL,CURRENT,0.00,NULL,202012,200411,2020-11-01
01-A-0083,SAL,202012,HIPOTECA,87,ANLE SA DE CV,DD,Descuento Directo,88,INDUSTRIAS VIDA SA DE CV,DD,2004-04-16,2006-07-11,NULL,8.00,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0084,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,6697,PROFESIONAL INDEPENDIENTE,VOL,2004-03-30,NULL,6145.48,7.50,10.75,Cartera Administrada,NULL,202012,5.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,5.42,NULL,NO,NULL,61-90 DAYS,367.24,NULL,202012,20043,2020-11-01
01-A-0085,SAL,202012,HIPOTECA,86,CIA ALUMBRADO ELECTRICO S.S.,DD,Descuento Directo,NULL,NULL,NULL,2004-12-10,2006-03-29,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0086,SAL,202012,HIPOTECA,91,FISCALIA GENERAL DE LA REPUBLICA,DD,Descuento Directo,91,FISCALIA GENERAL DE LA REPUBLICA,DD,2004-05-03,2005-12-29,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20045,2020-11-01
01-A-0087,SAL,202012,HIPOTECA,39,INSTITUTO SALVADOREÑO DEL SEGURO SOCIAL,DD,Descuento Directo,NULL,NULL,NULL,2004-12-14,2008-05-14,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0088,SAL,202012,HIPOTECA,89,ASOC. SALVADOREÑA AYUDA HUMANITARIA PRO-V,VOL,Pago Voluntario,NULL,NULL,NULL,2004-11-26,2014-09-24,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0090,SAL,202012,HIPOTECA,6668,PETTENATI SA DE CV,DD,Descuento Directo,NULL,NULL,NULL,2004-04-15,2016-09-28,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0091,SAL,202012,HIPOTECA,6697,PROFESIONAL INDEPENDIENTE,VOL,Pago Voluntario,93,ASOCIACION COMUNAL PARA LA EDUCACION,VOL,2004-04-30,2016-07-04,NULL,7.00,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0092,SAL,202012,HIPOTECA,110,BANCO DE AMERICA CENTRAL SA,DD,Descuento Directo,NULL,NULL,NULL,2004-04-30,2007-07-30,NULL,7.00,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0093,SAL,202012,HIPOTECA,53,CORTE SUPREMA DE JUSTICIA,ACH,Transferencia ACH,5965,CLIENTE FALLECIDO,ACH,2004-05-05,2019-02-28,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20045,2020-11-01
01-A-0095,SAL,202012,HIPOTECA,96,SUPERINTENDENCIA DE VALORES,DD,Descuento Directo,NULL,NULL,NULL,2004-04-28,2004-10-05,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0096,SAL,202012,HIPOTECA,5944,ABOGADO-VIA JUDICIAL,DD,Descuento Directo,5944,ABOGADO-VIA JUDICIAL,DD,2004-04-26,2009-11-06,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0097,SAL,202012,HIPOTECA,22,AFP CRECER,DD,Descuento Directo,NULL,NULL,NULL,2004-04-29,2005-04-01,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0098,SAL,202012,HIPOTECA,95,GLORIA LANCE INC,DD,Descuento Directo,NULL,NULL,NULL,2004-09-07,2011-10-03,NULL,7.00,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20049,2020-11-01
01-A-0099,SAL,202012,HIPOTECA,99,MINISTERIO DE AGRICULTURA Y GANADERIA - SECRETARIA,DD,Descuento Directo,124,CREDIQ LEASING SA DE CV,DD,2004-04-29,2004-10-26,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20044,2020-11-01
01-A-0100,SAL,202012,HIPOTECA,74,POLICIA NACIONAL CIVIL,DD,Descuento Directo,NULL,NULL,NULL,2004-12-10,2008-04-10,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0101,SAL,202012,HIPOTECA,91,FISCALIA GENERAL DE LA REPUBLICA,DD,Descuento Directo,NULL,NULL,NULL,2005-01-25,2012-03-23,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20051,2020-11-01
01-A-0104,SAL,202012,HIPOTECA,324,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE AHUACHAPA,VOL,Pago Voluntario,NULL,NULL,NULL,2004-05-10,NULL,7835.31,7.50,10.75,Cartera Administrada,15,202012,68.54,137.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34.08,HIP,205.83,NULL,NO,NULL,61-90 DAYS,261.87,NULL,202012,20045,2020-11-01
01-A-0105,SAL,202012,HIPOTECA,105,OPAMSS,DD,Descuento Directo,13,SISTEMAS BEA,N/A,2004-12-07,2008-05-30,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0106,SAL,202012,HIPOTECA,744,FUERA DEL PAIS,VOL,Pago Voluntario,NULL,NULL,NULL,2004-12-10,2016-02-22,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0107,SAL,202012,HIPOTECA,74,POLICIA NACIONAL CIVIL,DD,Descuento Directo,6377,MINISTERIO DE EDUCACION-DEPARTAMENTAL DE SANTA ANA,DD,2004-05-10,NULL,9138.64,7.50,10.75,Cartera Administrada,NULL,202012,8.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,8.05,NULL,NO,NULL,CURRENT,NULL,NULL,202012,20045,2020-11-01
01-A-0109,SAL,202012,HIPOTECA,111,INST DE PREVISION SOCIAL DE LA FUERZA ARMADA,DD,Descuento Directo,3,AMA DE CASA,N/A,2004-05-24,2009-09-18,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20045,2020-11-01
01-A-0110,SAL,202012,HIPOTECA,98,INSTITUTO NACIONAL DE LOS DEPORTES,VOL,Pago Voluntario,NULL,NULL,NULL,2004-05-26,NULL,3869.58,7.50,10.75,Cartera Administrada,NULL,202012,15.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,15.91,NULL,NO,NULL,CURRENT,98.04,NULL,202012,20045,2020-11-01
01-A-0111,SAL,202012,HIPOTECA,6039,MINISTERIO DE EDUCACION - DEPARTAMENTAL DE LA LIBE,DD,Descuento Directo,NULL,NULL,NULL,2004-11-30,2012-12-13,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0112,SAL,202012,HIPOTECA,1082,ASOC. CENTRO CULTURAL SALVADOREÑO AMERICANO,VOL,Pago Voluntario,110,BANCO DE AMERICA CENTRAL SA,VOL,2004-11-30,2008-11-07,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200411,2020-11-01
01-A-0113,SAL,202012,HIPOTECA,5893,MINISTERIO DE EDUCACION - DEPARTAMENTAL DE LA PAZ,DD,Descuento Directo,109,COLEGIO BILINGUE HEROES DE CUSCATLAN,DD,2004-05-31,NULL,32543.05,7.50,8.75,Cartera en Libros,NULL,202012,7.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,7.78,NULL,NO,NULL,CURRENT,0.00,NULL,202012,20045,2020-11-01
01-A-0114,SAL,202012,HIPOTECA,13,SISTEMAS BEA,DD,Descuento Directo,102,AFP CONFIA S.A.,N/A,2004-06-04,2007-07-11,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20046,2020-11-01
01-A-0116,SAL,202012,HIPOTECA,41,ORGANO JUDICIAL PAGADURIA AUXILIAR DE SANTA ANA,DD,Descuento Directo,NULL,NULL,NULL,2004-07-13,2005-03-12,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20047,2020-11-01
01-A-0117,SAL,202012,HIPOTECA,112,SERVICIO EDUCACION HOGAR Y SALUD,DD,Descuento Directo,NULL,NULL,NULL,2004-12-14,2007-05-28,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,200412,2020-11-01
01-A-0118,SAL,202012,HIPOTECA,115,EXCO SA DE CV,VOL,Pago Voluntario,196,CLIENTE SIN EMPLEO,VOL,2004-06-22,2012-02-13,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20046,2020-11-01
01-A-0120,SAL,202012,HIPOTECA,767,"""LAMATEPEC MANUFACTURING, LTDA DE C.V.""",DD,Descuento Directo,893,IMPLEMENTOS AGRICOLAS CENTROAMERICANOS S.A DE C.V,DD,2004-06-18,2017-07-06,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20046,2020-11-01
01-A-0121,SAL,202012,HIPOTECA,117,SECRETARIA TECNICA Y DE PLANIFICACION PRESIDENCIA,ACH,Transferencia ACH,118,"""BANCO CUSCATLAN DE EL SALVADOR, S.A.""",ACH,2004-07-17,2007-09-28,NULL,7.50,NULL,Cartera en Libros,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20047,2020-11-01
01-A-0122,SAL,202012,HIPOTECA,122,COLEGIO CRISTIANO BILINGUE CEFAS,DD,Descuento Directo,196,CLIENTE SIN EMPLEO,VOL,2004-07-06,2012-01-04,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20047,2020-11-01
01-A-0123,SAL,202012,HIPOTECA,41,ORGANO JUDICIAL PAGADURIA AUXILIAR DE SANTA ANA,DD,Descuento Directo,6697,PROFESIONAL INDEPENDIENTE,VOL,2004-08-13,NULL,10749.71,7.50,9.88,Cartera Administrada,NULL,202012,37.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,37.72,NULL,NO,NULL,CURRENT,0.00,NULL,202012,20048,2020-11-01
01-A-0124,SAL,202012,HIPOTECA,6451,DERIVADOS DE MAIZ DE EL SALVADOR S.A. DE C.V.,DD,Descuento Directo,NULL,NULL,NULL,2004-07-29,2016-03-01,NULL,7.50,NULL,Cartera Administrada,NULL,202012,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,HIP,NULL,NULL,NO,NULL,NULL,NULL,NULL,202012,20047,2020-11-01
